terrain_x,terrain_y,terrain_z
1110.0,1320.0,329.0
1140.0,1320.0,327.0
1170.0,1320.0,315.0
1200.0,1320.0,294.0
1230.0,1320.0,277.0
1260.0,1320.0,264.0
1290.0,1320.0,256.0
1320.0,1320.0,256.0
1350.0,1320.0,252.0
1380.0,1320.0,246.0
1410.0,1320.0,232.0
1440.0,1320.0,220.0
1470.0,1320.0,211.0
1500.0,1320.0,203.0
1530.0,1320.0,196.0
1560.0,1320.0,183.0
0.0,1290.0,728.0
30.0,1290.0,731.0
60.0,1290.0,732.0
90.0,1290.0,738.0
120.0,1290.0,744.0
150.0,1290.0,745.0
180.0,1290.0,737.0
210.0,1290.0,725.0
240.0,1290.0,723.0
270.0,1290.0,715.0
300.0,1290.0,700.0
330.0,1290.0,685.0
360.0,1290.0,666.0
390.0,1290.0,656.0
420.0,1290.0,645.0
450.0,1290.0,627.0
480.0,1290.0,611.0
510.0,1290.0,589.0
540.0,1290.0,575.0
570.0,1290.0,566.0
600.0,1290.0,537.0
630.0,1290.0,523.0
660.0,1290.0,517.0
690.0,1290.0,510.0
720.0,1290.0,489.0
750.0,1290.0,473.0
780.0,1290.0,452.0
810.0,1290.0,438.0
840.0,1290.0,427.0
870.0,1290.0,415.0
900.0,1290.0,404.0
930.0,1290.0,389.0
960.0,1290.0,360.0
990.0,1290.0,347.0
1020.0,1290.0,331.0
1050.0,1290.0,324.0
1080.0,1290.0,312.0
1110.0,1290.0,311.0
1140.0,1290.0,311.0
1170.0,1290.0,297.0
1200.0,1290.0,282.0
1230.0,1290.0,267.0
1260.0,1290.0,252.0
1290.0,1290.0,241.0
1320.0,1290.0,242.0
1350.0,1290.0,239.0
1380.0,1290.0,233.0
1410.0,1290.0,223.0
1440.0,1290.0,212.0
1470.0,1290.0,207.0
1500.0,1290.0,197.0
1530.0,1290.0,185.0
1560.0,1290.0,178.0
0.0,1260.0,745.0
30.0,1260.0,748.0
60.0,1260.0,750.0
90.0,1260.0,755.0
120.0,1260.0,760.0
150.0,1260.0,759.0
180.0,1260.0,749.0
210.0,1260.0,730.0
240.0,1260.0,718.0
270.0,1260.0,706.0
300.0,1260.0,701.0
330.0,1260.0,687.0
360.0,1260.0,671.0
390.0,1260.0,653.0
420.0,1260.0,634.0
450.0,1260.0,626.0
480.0,1260.0,610.0
510.0,1260.0,576.0
540.0,1260.0,558.0
570.0,1260.0,542.0
600.0,1260.0,521.0
630.0,1260.0,501.0
660.0,1260.0,498.0
690.0,1260.0,480.0
720.0,1260.0,464.0
750.0,1260.0,446.0
780.0,1260.0,428.0
810.0,1260.0,418.0
840.0,1260.0,407.0
870.0,1260.0,397.0
900.0,1260.0,383.0
930.0,1260.0,367.0
960.0,1260.0,349.0
990.0,1260.0,327.0
1020.0,1260.0,314.0
1050.0,1260.0,305.0
1080.0,1260.0,296.0
1110.0,1260.0,291.0
1140.0,1260.0,281.0
1170.0,1260.0,276.0
1200.0,1260.0,268.0
1230.0,1260.0,253.0
1260.0,1260.0,234.0
1290.0,1260.0,225.0
1320.0,1260.0,222.0
1350.0,1260.0,222.0
1380.0,1260.0,221.0
1410.0,1260.0,214.0
1440.0,1260.0,207.0
1470.0,1260.0,201.0
1500.0,1260.0,185.0
1530.0,1260.0,174.0
1560.0,1260.0,165.0
0.0,1230.0,765.0
30.0,1230.0,768.0
60.0,1230.0,768.0
90.0,1230.0,772.0
120.0,1230.0,769.0
150.0,1230.0,767.0
180.0,1230.0,754.0
210.0,1230.0,736.0
240.0,1230.0,710.0
270.0,1230.0,701.0
300.0,1230.0,693.0
330.0,1230.0,682.0
360.0,1230.0,662.0
390.0,1230.0,637.0
420.0,1230.0,621.0
450.0,1230.0,614.0
480.0,1230.0,585.0
510.0,1230.0,553.0
540.0,1230.0,545.0
570.0,1230.0,529.0
600.0,1230.0,507.0
630.0,1230.0,493.0
660.0,1230.0,480.0
690.0,1230.0,461.0
720.0,1230.0,444.0
750.0,1230.0,428.0
780.0,1230.0,411.0
810.0,1230.0,396.0
840.0,1230.0,383.0
870.0,1230.0,374.0
900.0,1230.0,363.0
930.0,1230.0,353.0
960.0,1230.0,335.0
990.0,1230.0,312.0
1020.0,1230.0,304.0
1050.0,1230.0,297.0
1080.0,1230.0,285.0
1110.0,1230.0,270.0
1140.0,1230.0,261.0
1170.0,1230.0,260.0
1200.0,1230.0,254.0
1230.0,1230.0,239.0
1260.0,1230.0,221.0
1290.0,1230.0,211.0
1320.0,1230.0,206.0
1350.0,1230.0,202.0
1380.0,1230.0,203.0
1410.0,1230.0,202.0
1440.0,1230.0,196.0
1470.0,1230.0,189.0
1500.0,1230.0,175.0
1530.0,1230.0,164.0
1560.0,1230.0,159.0
0.0,1200.0,784.0
30.0,1200.0,780.0
60.0,1200.0,780.0
90.0,1200.0,774.0
120.0,1200.0,770.0
150.0,1200.0,765.0
180.0,1200.0,750.0
210.0,1200.0,724.0
240.0,1200.0,706.0
270.0,1200.0,695.0
300.0,1200.0,676.0
330.0,1200.0,656.0
360.0,1200.0,641.0
390.0,1200.0,619.0
420.0,1200.0,605.0
450.0,1200.0,584.0
480.0,1200.0,557.0
510.0,1200.0,535.0
540.0,1200.0,530.0
570.0,1200.0,505.0
600.0,1200.0,492.0
630.0,1200.0,476.0
660.0,1200.0,463.0
690.0,1200.0,444.0
720.0,1200.0,431.0
750.0,1200.0,419.0
780.0,1200.0,395.0
810.0,1200.0,378.0
840.0,1200.0,367.0
870.0,1200.0,351.0
900.0,1200.0,343.0
930.0,1200.0,334.0
960.0,1200.0,322.0
990.0,1200.0,304.0
1020.0,1200.0,297.0
1050.0,1200.0,293.0
1080.0,1200.0,275.0
1110.0,1200.0,256.0
1140.0,1200.0,247.0
1170.0,1200.0,245.0
1200.0,1200.0,238.0
1230.0,1200.0,226.0
1260.0,1200.0,213.0
1290.0,1200.0,201.0
1320.0,1200.0,195.0
1350.0,1200.0,188.0
1380.0,1200.0,188.0
1410.0,1200.0,185.0
1440.0,1200.0,183.0
1470.0,1200.0,179.0
1500.0,1200.0,170.0
1530.0,1200.0,161.0
1560.0,1200.0,158.0
0.0,1170.0,803.0
30.0,1170.0,792.0
60.0,1170.0,788.0
90.0,1170.0,779.0
120.0,1170.0,773.0
150.0,1170.0,765.0
180.0,1170.0,743.0
210.0,1170.0,724.0
240.0,1170.0,700.0
270.0,1170.0,674.0
300.0,1170.0,657.0
330.0,1170.0,644.0
360.0,1170.0,622.0
390.0,1170.0,604.0
420.0,1170.0,589.0
450.0,1170.0,560.0
480.0,1170.0,536.0
510.0,1170.0,522.0
540.0,1170.0,512.0
570.0,1170.0,494.0
600.0,1170.0,475.0
630.0,1170.0,461.0
660.0,1170.0,449.0
690.0,1170.0,431.0
720.0,1170.0,414.0
750.0,1170.0,392.0
780.0,1170.0,378.0
810.0,1170.0,370.0
840.0,1170.0,353.0
870.0,1170.0,337.0
900.0,1170.0,325.0
930.0,1170.0,316.0
960.0,1170.0,309.0
990.0,1170.0,297.0
1020.0,1170.0,291.0
1050.0,1170.0,286.0
1080.0,1170.0,262.0
1110.0,1170.0,241.0
1140.0,1170.0,233.0
1170.0,1170.0,229.0
1200.0,1170.0,225.0
1230.0,1170.0,217.0
1260.0,1170.0,204.0
1290.0,1170.0,191.0
1320.0,1170.0,185.0
1350.0,1170.0,183.0
1380.0,1170.0,181.0
1410.0,1170.0,176.0
1440.0,1170.0,174.0
1470.0,1170.0,169.0
1500.0,1170.0,165.0
1530.0,1170.0,160.0
1560.0,1170.0,158.0
0.0,1140.0,821.0
30.0,1140.0,809.0
60.0,1140.0,802.0
90.0,1140.0,788.0
120.0,1140.0,783.0
150.0,1140.0,773.0
180.0,1140.0,751.0
210.0,1140.0,732.0
240.0,1140.0,687.0
270.0,1140.0,658.0
300.0,1140.0,646.0
330.0,1140.0,630.0
360.0,1140.0,613.0
390.0,1140.0,598.0
420.0,1140.0,575.0
450.0,1140.0,539.0
480.0,1140.0,517.0
510.0,1140.0,509.0
540.0,1140.0,493.0
570.0,1140.0,476.0
600.0,1140.0,459.0
630.0,1140.0,451.0
660.0,1140.0,435.0
690.0,1140.0,414.0
720.0,1140.0,393.0
750.0,1140.0,376.0
780.0,1140.0,363.0
810.0,1140.0,344.0
840.0,1140.0,334.0
870.0,1140.0,327.0
900.0,1140.0,312.0
930.0,1140.0,300.0
960.0,1140.0,293.0
990.0,1140.0,288.0
1020.0,1140.0,276.0
1050.0,1140.0,261.0
1080.0,1140.0,242.0
1110.0,1140.0,226.0
1140.0,1140.0,219.0
1170.0,1140.0,215.0
1200.0,1140.0,211.0
1230.0,1140.0,203.0
1260.0,1140.0,192.0
1290.0,1140.0,182.0
1320.0,1140.0,179.0
1350.0,1140.0,178.0
1380.0,1140.0,178.0
1410.0,1140.0,175.0
1440.0,1140.0,170.0
1470.0,1140.0,165.0
1500.0,1140.0,161.0
1530.0,1140.0,158.0
1560.0,1140.0,157.0
0.0,1110.0,832.0
30.0,1110.0,822.0
60.0,1110.0,809.0
90.0,1110.0,796.0
120.0,1110.0,791.0
150.0,1110.0,784.0
180.0,1110.0,774.0
210.0,1110.0,721.0
240.0,1110.0,680.0
270.0,1110.0,646.0
300.0,1110.0,631.0
330.0,1110.0,614.0
360.0,1110.0,601.0
390.0,1110.0,582.0
420.0,1110.0,555.0
450.0,1110.0,533.0
480.0,1110.0,511.0
510.0,1110.0,500.0
540.0,1110.0,483.0
570.0,1110.0,464.0
600.0,1110.0,455.0
630.0,1110.0,439.0
660.0,1110.0,419.0
690.0,1110.0,407.0
720.0,1110.0,388.0
750.0,1110.0,364.0
780.0,1110.0,349.0
810.0,1110.0,329.0
840.0,1110.0,319.0
870.0,1110.0,314.0
900.0,1110.0,299.0
930.0,1110.0,283.0
960.0,1110.0,279.0
990.0,1110.0,271.0
1020.0,1110.0,253.0
1050.0,1110.0,240.0
1080.0,1110.0,223.0
1110.0,1110.0,212.0
1140.0,1110.0,207.0
1170.0,1110.0,201.0
1200.0,1110.0,192.0
1230.0,1110.0,188.0
1260.0,1110.0,182.0
1290.0,1110.0,177.0
1320.0,1110.0,174.0
1350.0,1110.0,174.0
1380.0,1110.0,174.0
1410.0,1110.0,172.0
1440.0,1110.0,167.0
1470.0,1110.0,162.0
1500.0,1110.0,159.0
1530.0,1110.0,158.0
1560.0,1110.0,157.0
0.0,1080.0,842.0
30.0,1080.0,831.0
60.0,1080.0,820.0
90.0,1080.0,800.0
120.0,1080.0,795.0
150.0,1080.0,783.0
180.0,1080.0,751.0
210.0,1080.0,691.0
240.0,1080.0,657.0
270.0,1080.0,639.0
300.0,1080.0,623.0
330.0,1080.0,603.0
360.0,1080.0,586.0
390.0,1080.0,571.0
420.0,1080.0,553.0
450.0,1080.0,534.0
480.0,1080.0,510.0
510.0,1080.0,494.0
540.0,1080.0,476.0
570.0,1080.0,456.0
600.0,1080.0,443.0
630.0,1080.0,427.0
660.0,1080.0,419.0
690.0,1080.0,407.0
720.0,1080.0,383.0
750.0,1080.0,358.0
780.0,1080.0,336.0
810.0,1080.0,323.0
840.0,1080.0,313.0
870.0,1080.0,297.0
900.0,1080.0,279.0
930.0,1080.0,269.0
960.0,1080.0,265.0
990.0,1080.0,251.0
1020.0,1080.0,232.0
1050.0,1080.0,227.0
1080.0,1080.0,210.0
1110.0,1080.0,202.0
1140.0,1080.0,200.0
1170.0,1080.0,193.0
1200.0,1080.0,185.0
1230.0,1080.0,182.0
1260.0,1080.0,178.0
1290.0,1080.0,176.0
1320.0,1080.0,174.0
1350.0,1080.0,172.0
1380.0,1080.0,170.0
1410.0,1080.0,168.0
1440.0,1080.0,164.0
1470.0,1080.0,160.0
1500.0,1080.0,158.0
1530.0,1080.0,157.0
1560.0,1080.0,156.0
0.0,1050.0,843.0
30.0,1050.0,839.0
60.0,1050.0,815.0
90.0,1050.0,797.0
120.0,1050.0,761.0
150.0,1050.0,762.0
180.0,1050.0,703.0
210.0,1050.0,674.0
240.0,1050.0,625.0
270.0,1050.0,624.0
300.0,1050.0,612.0
330.0,1050.0,599.0
360.0,1050.0,584.0
390.0,1050.0,568.0
420.0,1050.0,552.0
450.0,1050.0,536.0
480.0,1050.0,506.0
510.0,1050.0,485.0
540.0,1050.0,461.0
570.0,1050.0,446.0
600.0,1050.0,434.0
630.0,1050.0,416.0
660.0,1050.0,412.0
690.0,1050.0,403.0
720.0,1050.0,378.0
750.0,1050.0,354.0
780.0,1050.0,328.0
810.0,1050.0,317.0
840.0,1050.0,298.0
870.0,1050.0,279.0
900.0,1050.0,264.0
930.0,1050.0,256.0
960.0,1050.0,247.0
990.0,1050.0,235.0
1020.0,1050.0,227.0
1050.0,1050.0,221.0
1080.0,1050.0,209.0
1110.0,1050.0,200.0
1140.0,1050.0,196.0
1170.0,1050.0,192.0
1200.0,1050.0,186.0
1230.0,1050.0,182.0
1260.0,1050.0,181.0
1290.0,1050.0,177.0
1320.0,1050.0,172.0
1350.0,1050.0,170.0
1380.0,1050.0,167.0
1410.0,1050.0,164.0
1440.0,1050.0,160.0
1470.0,1050.0,158.0
1500.0,1050.0,157.0
1530.0,1050.0,156.0
1560.0,1050.0,155.0
0.0,1020.0,837.0
30.0,1020.0,829.0
60.0,1020.0,813.0
90.0,1020.0,785.0
120.0,1020.0,741.0
150.0,1020.0,718.0
180.0,1020.0,684.0
210.0,1020.0,676.0
240.0,1020.0,622.0
270.0,1020.0,613.0
300.0,1020.0,609.0
330.0,1020.0,601.0
360.0,1020.0,579.0
390.0,1020.0,556.0
420.0,1020.0,546.0
450.0,1020.0,530.0
480.0,1020.0,492.0
510.0,1020.0,473.0
540.0,1020.0,441.0
570.0,1020.0,434.0
600.0,1020.0,422.0
630.0,1020.0,407.0
660.0,1020.0,402.0
690.0,1020.0,393.0
720.0,1020.0,370.0
750.0,1020.0,345.0
780.0,1020.0,318.0
810.0,1020.0,308.0
840.0,1020.0,289.0
870.0,1020.0,269.0
900.0,1020.0,260.0
930.0,1020.0,248.0
960.0,1020.0,234.0
990.0,1020.0,227.0
1020.0,1020.0,221.0
1050.0,1020.0,217.0
1080.0,1020.0,211.0
1110.0,1020.0,200.0
1140.0,1020.0,194.0
1170.0,1020.0,190.0
1200.0,1020.0,186.0
1230.0,1020.0,182.0
1260.0,1020.0,181.0
1290.0,1020.0,176.0
1320.0,1020.0,170.0
1350.0,1020.0,167.0
1380.0,1020.0,166.0
1410.0,1020.0,162.0
1440.0,1020.0,158.0
1470.0,1020.0,157.0
1500.0,1020.0,157.0
1530.0,1020.0,156.0
1560.0,1020.0,156.0
0.0,990.0,829.0
30.0,990.0,825.0
60.0,990.0,807.0
90.0,990.0,783.0
120.0,990.0,746.0
150.0,990.0,714.0
180.0,990.0,681.0
210.0,990.0,662.0
240.0,990.0,635.0
270.0,990.0,632.0
300.0,990.0,608.0
330.0,990.0,587.0
360.0,990.0,573.0
390.0,990.0,550.0
420.0,990.0,535.0
450.0,990.0,503.0
480.0,990.0,485.0
510.0,990.0,471.0
540.0,990.0,438.0
570.0,990.0,425.0
600.0,990.0,419.0
630.0,990.0,406.0
660.0,990.0,394.0
690.0,990.0,378.0
720.0,990.0,363.0
750.0,990.0,341.0
780.0,990.0,307.0
810.0,990.0,300.0
840.0,990.0,290.0
870.0,990.0,272.0
900.0,990.0,259.0
930.0,990.0,243.0
960.0,990.0,226.0
990.0,990.0,218.0
1020.0,990.0,214.0
1050.0,990.0,211.0
1080.0,990.0,205.0
1110.0,990.0,196.0
1140.0,990.0,189.0
