sensor_x,sensor_y,sensor_z
1092.592254870735,191.36723562269387,219.0
1096.2778367055503,196.265669762619,221.0
1096.6379463444473,190.57606201965524,224.0
1090.340057513197,189.3789206350493,219.0
1089.2617807136862,190.9162731985275,219.0
1093.1072403965477,193.17157923627613,219.0
1093.203709658003,188.23451972253557,219.0
1091.1818164734555,189.84559978375896,219.0
1094.8672896934156,190.87525848578167,219.0
1089.2792598318588,194.8961225248325,219.0
1088.2956015678753,195.0295938804142,213.0
1092.8011545535987,192.93554240181416,219.0
1092.9447047598799,192.28309068962548,219.0
1087.8493001406775,189.34174488676254,219.0
1094.5740914086653,189.01700761750965,219.0
1091.6699161670556,190.57501284605166,219.0
1088.1776771434775,196.23855082596288,213.0
1091.1234138807558,190.91389967089168,219.0
1087.8784475062691,191.90332921471918,219.0
1090.9203650018896,189.14199757537205,219.0
1092.446492607879,192.9668289176537,219.0
1093.5885243333867,188.3570129711868,219.0
1087.8363036370479,194.52903027661876,219.0
1095.467242666949,187.864678926286,224.0
1087.9730114759795,192.78943380816878,219.0
1088.9121929263047,193.03904101661013,219.0
1095.6505744322733,188.9180714197529,224.0
1094.3734966898126,192.6910801294862,219.0
1091.141185092659,194.98718038422513,219.0
1093.308181512473,188.38314200741726,219.0
1095.6204197825002,186.8969571691991,224.0
1088.1206079260464,195.3769200522678,213.0
1088.1174964350103,189.37295908572645,219.0
1091.3606731636507,189.58571007215122,219.0
1097.5209963182149,191.89947391575095,224.0
1090.7908729401665,195.4143825492672,213.0
1089.2802818570083,194.1872586184819,219.0
1093.291805159481,188.73723018792515,219.0
1094.1018566336732,187.77561644934778,219.0
1096.423403720901,191.12851680156948,224.0
1089.3764184234592,196.06444691616764,213.0
1096.1564723100842,190.78206738977113,224.0
1095.8561522874647,193.23117698703905,224.0
1091.6299033310281,194.10788201975575,219.0
1095.5821612435807,194.7330787987556,224.0
1094.3614272777636,190.75725067852784,219.0
1093.5928681459056,189.43208219017197,219.0
1093.8702893462334,193.47123168647227,219.0
1088.7519322335886,194.93103862460075,219.0
1091.161788750656,191.8432125734118,219.0
1095.145666760504,187.22926292332016,224.0
1090.2558994615833,190.48224352034808,219.0
1089.84090573011,191.73337434508835,219.0
1096.9007697906534,186.4447031163807,224.0
1094.3386341954374,189.39029210822335,219.0
1096.8200196580442,195.26052128535784,221.0
1092.7183817092,188.8550631281553,219.0
1093.1094965313105,193.33952177891157,219.0
1089.256276290836,187.90073384670012,219.0
1094.1678876267933,190.56256251311422,219.0
1091.3733562542568,195.3720141500965,213.0
1093.416650549795,192.04578769257463,219.0
1097.211953807914,186.53273827380312,224.0
1095.8480980873476,190.52809070439068,224.0
1095.3858441518214,191.18443190134573,224.0
1090.5321093827367,194.10621254839344,219.0
1093.7282075785201,191.67455525705748,219.0
1095.0837374272053,193.03805972000663,224.0
1088.004127291323,189.35275547240997,219.0
1095.5720542779377,193.85353666483888,224.0
1092.3456719294586,194.18651273958497,219.0
1092.248147227908,194.3107763074344,219.0
1090.574596845163,192.62639456972917,219.0
1092.4062229675542,190.59925413927215,219.0
1094.3484176366528,186.54501850898617,219.0
1092.5683958979855,188.90750071779783,219.0
