ncols	153
nrows	132
xllcorner	346318.381841
yllcorner	2645299.947190
cellsize	10.620000
NODATA_value	-32768.000000
360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	0	0	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	0	360	0	0	0	0	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	0	0	0	0	0	0	0	360	360	360	360	360	360	360	360	360	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	0	0	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	0	360	0	0	0	0	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	0	0	0	0	0	0	0	360	360	360	360	360	360	360	360	360	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	0	0	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	0	360	0	0	0	0	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	0	0	0	0	0	0	0	360	360	360	360	360	360	360	360	360	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	360	0	0	360	360	360	360	360	359	359	359	359	359	359	360	360	360	360	360	360	360	0	0	0	0	0	360	360	359	359	359	359	359	359	359	359	360	360	360	360	0	0	0	0	0	0	0	0	360	360	360	360	360	360	360	360	360	360	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
359	359	359	359	359	359	359	359	359	359	359	359	359	359	359	360	360	360	360	360	360	0	0	360	360	359	359	359	359	359	359	359	359	359	359	359	359	359	360	360	360	0	0	0	0	0	360	359	359	359	358	358	358	358	359	359	359	359	360	360	0	0	0	0	1	0	0	0	360	360	360	360	360	360	360	360	360	360	360	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
359	359	359	359	359	359	359	359	359	359	359	359	359	359	359	359	359	360	360	360	0	0	0	360	360	359	359	359	358	358	358	358	358	358	359	359	359	359	359	360	360	0	0	1	1	0	359	359	358	358	357	357	357	358	358	358	359	359	359	360	0	0	1	1	1	1	0	0	360	360	360	359	359	359	359	360	360	360	360	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
359	359	359	359	359	359	359	359	359	359	358	359	359	359	359	359	359	359	360	360	0	0	0	360	359	359	358	358	358	358	358	358	358	358	358	358	359	359	359	359	360	0	1	1	1	0	359	358	357	356	356	356	356	357	357	358	358	359	359	360	0	0	1	1	1	1	1	0	360	360	359	359	359	359	359	359	360	360	360	0	0	1	1	1	2	2	2	2	2	1	1	1	0	0	0	360	360	0	0	0	0	1	1	1	1	1	2	2	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
359	359	359	358	358	358	358	358	358	358	358	358	358	358	358	359	359	359	360	360	0	0	0	360	359	359	358	357	357	357	357	357	357	357	358	358	358	359	359	359	360	0	1	1	1	360	358	357	356	355	355	355	355	356	356	357	358	358	359	360	0	1	1	1	2	1	1	0	360	359	359	359	359	359	359	359	359	360	360	0	1	1	1	2	2	2	2	2	2	2	1	1	0	0	360	360	360	360	0	0	0	1	1	1	2	2	2	2	2	3	2	2	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
358	358	358	358	358	358	358	358	358	358	358	358	358	358	358	358	359	359	359	360	0	1	1	360	359	358	357	357	356	356	356	356	356	357	357	357	358	358	359	359	359	360	1	1	1	360	358	356	354	353	353	353	354	355	356	357	357	358	359	360	0	1	1	2	2	2	1	1	360	359	359	359	358	359	359	359	359	360	360	0	1	1	2	2	2	3	3	3	3	2	1	1	0	0	360	360	360	360	0	0	1	1	1	1	2	2	2	3	3	3	3	2	2	1	1	0	0	0	0	0	0	0	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
358	358	358	358	358	358	358	357	357	357	357	357	357	357	358	358	358	359	359	360	0	1	1	0	359	358	357	356	355	355	355	355	356	356	357	357	358	358	359	359	360	360	0	1	0	359	357	354	352	351	351	352	353	354	355	356	357	358	359	360	0	1	2	2	2	2	2	1	0	359	359	358	358	358	358	359	359	360	360	0	1	1	2	2	3	3	3	4	3	3	2	1	0	360	360	360	360	360	0	0	1	1	1	2	2	3	3	3	4	4	4	3	2	2	1	0	0	0	0	0	0	0	1	1	1	1	2	2	2	2	2	3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
