centroid_x,centroid_y,centroid_z
780.0,780.0,291.0
1514.504654517339,1455.301024769225,226.00000000000006
292.5513237030782,231.57917335173443,394.00000000000006
498.6011833483664,452.5894500813879,309.00000000000006
1304.4760212176832,1196.3292546714476,201.00000000000006
1514.5579994926811,1454.824784630141,220.00000000000006
1515.0377977279263,1454.759840751165,210.0
1515.0499457395542,1455.3582948125568,218.0
