sensor_x,sensor_y,sensor_z
1059.260744631426,1247.0306384869218,305.0
1064.2156216503597,1251.8627174008466,305.0
1064.2653662140694,1246.9262578929786,305.0
1064.1058037789635,1245.3443563951998,305.0
1063.326833794745,1243.2362759160437,297.0
1054.7433038935635,1245.7473534127996,305.0
1058.4555965024247,1250.7801792955713,305.0
1061.1017601203982,1246.9482231450095,305.0
1063.5584415642265,1248.1785481386426,305.0
1059.2882482832597,1242.1797200158449,297.0
1061.5844034951724,1242.9106235863665,297.0
1058.5920530947815,1250.2983232114861,305.0
1054.6502013905783,1247.7008628384249,305.0
1064.0508283598715,1245.420662700116,305.0
1060.2499358516488,1249.1281896809155,305.0
1063.7294518029116,1249.388615448607,305.0
1062.8606855189473,1244.2425379784129,297.0
1058.7160028863202,1247.4568891823253,305.0
1063.5902507070139,1244.6884443045606,297.0
1060.3827973680727,1243.20042531636,297.0
1064.1705351796488,1245.9222019243102,305.0
1056.495037221672,1243.5629995408015,297.0
1055.9586466065477,1250.417518965533,305.0
1063.3992660483361,1241.6376933587076,297.0
1063.2940261331212,1244.522297847512,297.0
1060.4990946872658,1249.7488943027488,305.0
1063.3333109104608,1247.1304681834233,305.0
1053.7716512547283,1251.7039223036365,305.0
1061.9874969185576,1243.375725342274,297.0
1058.0424455708196,1249.969630478751,305.0
1061.7466491033638,1244.8894616275704,297.0
1057.1229978522479,1251.2265261903017,305.0
1054.5839833080597,1248.994396009827,305.0
1059.5997173646108,1246.0362816349793,305.0
1059.4546413045493,1248.1330904611148,305.0
1059.674744464997,1250.0174279224905,305.0
1064.2223938903587,1249.8239295947324,305.0
1061.9136100858207,1246.666485946381,305.0
1060.6640448517905,1246.4950761060584,305.0
1058.1454797573265,1248.8400489174549,305.0
1058.0748275824883,1246.7276790469637,305.0
1057.969350247537,1241.5891447853082,297.0
1055.059304747131,1241.591654177103,297.0
1056.9549787305525,1251.9260633803103,305.0
1063.2400367727391,1247.47632365815,305.0
1060.1282667620092,1248.3453194734368,305.0
1062.584849805352,1243.9301414060135,297.0
1057.0534584656368,1251.4388054831247,305.0
1054.0840157527039,1246.4154701276184,305.0
1062.3411890202096,1252.0509048984097,305.0
1057.1703509988001,1244.160337547337,297.0
1053.883470929355,1249.7330987686257,305.0
1058.5764787306778,1247.671352181346,305.0
1060.0977830686215,1251.2040900002457,305.0
1055.3367820991618,1248.7515482598185,305.0
1059.743591796855,1249.8701869591428,305.0
1058.5280502980806,1241.8475090114523,297.0
1062.893556116493,1252.1362058541677,305.0
1059.8340002023374,1246.4115197455797,305.0
1062.4435487844873,1244.8458581953848,297.0
1056.4216435549865,1252.002171349875,305.0
1055.4598212247388,1244.825226268883,297.0
1057.53642682711,1247.1432693100653,305.0
1062.4093696110422,1251.9792452620316,305.0
1064.6513344397533,1252.408739661709,305.0
1060.310906426978,1251.4713739012427,305.0
1063.023190651752,1248.771022755167,305.0
1063.0154709508145,1248.5941089953,305.0
1060.079098609441,1250.934687695248,305.0
1062.1002363240211,1243.9798082694813,297.0
