terrain_x,terrain_y,terrain_z,wind_velocity,wind_angle
14147.552083333314,15075.260416666511,944.0,4.55,13
14379.479166666686,15075.260416666511,911.0,4.52,13
14611.40625,15075.260416666511,849.0,4.49,14
14843.333333333314,15075.260416666511,685.0,4.47,16
15075.260416666686,15075.260416666511,541.0,4.46,17
15307.1875,15075.260416666511,416.0,4.43,18
0.0,14843.333333333023,728.0,4.37,19
231.92708333331393,14843.333333333023,629.0,4.31,19
463.85416666662786,14843.333333333023,656.0,4.21,20
695.78125,14843.333333333023,669.0,4.04,20
927.7083333333139,14843.333333333023,582.0,3.81,20
1159.6354166666279,14843.333333333023,582.0,3.55,21
1391.5625,14843.333333333023,603.0,3.33,20
1623.489583333314,14843.333333333023,835.0,3.33,20
1855.4166666666279,14843.333333333023,937.0,3.22,17
2087.34375,14843.333333333023,1059.0,3.3,17
2319.270833333314,14843.333333333023,1130.0,3.46,16
2551.197916666628,14843.333333333023,1176.0,3.61,16
2783.125,14843.333333333023,1253.0,3.76,14
3015.052083333314,14843.333333333023,1383.0,3.86,13
3246.979166666628,14843.333333333023,1437.0,3.88,14
3478.90625,14843.333333333023,1415.0,3.9,15
3710.833333333314,14843.333333333023,1569.0,3.96,16
3942.760416666628,14843.333333333023,1732.0,4.0,16
4174.6875,14843.333333333023,1661.0,4.04,17
4406.614583333314,14843.333333333023,1532.0,4.06,17
4638.541666666628,14843.333333333023,1553.0,4.05,18
4870.46875,14843.333333333023,1457.0,4.0,18
5102.395833333314,14843.333333333023,1454.0,3.89,19
5334.322916666628,14843.333333333023,1400.0,3.72,21
5566.25,14843.333333333023,1370.0,3.53,21
5798.177083333314,14843.333333333023,1328.0,3.39,21
6030.104166666628,14843.333333333023,1409.0,3.29,21
6262.03125,14843.333333333023,1514.0,3.23,21
6493.958333333314,14843.333333333023,1602.0,3.2,20
6725.885416666628,14843.333333333023,1762.0,3.22,19
6957.8125,14843.333333333023,1878.0,3.29,18
7189.739583333314,14843.333333333023,1951.0,3.38,18
7421.666666666628,14843.333333333023,1999.0,3.47,18
7653.59375,14843.333333333023,2101.0,3.53,18
7885.520833333314,14843.333333333023,2050.0,3.57,18
8117.447916666628,14843.333333333023,1884.0,3.59,18
8349.375,14843.333333333023,1724.0,3.61,18
8581.302083333314,14843.333333333023,1544.0,3.68,17
8813.229166666628,14843.333333333023,1388.0,3.78,16
9045.15625,14843.333333333023,916.0,3.91,15
9277.083333333314,14843.333333333023,873.0,4.02,15
9509.010416666628,14843.333333333023,829.0,4.11,14
9740.9375,14843.333333333023,731.0,4.18,14
9972.864583333314,14843.333333333023,689.0,4.22,14
10204.791666666628,14843.333333333023,519.0,4.25,13
10436.71875,14843.333333333023,447.0,4.27,12
10668.645833333314,14843.333333333023,452.0,4.29,12
10900.572916666628,14843.333333333023,527.0,4.32,13
11132.5,14843.333333333023,571.0,4.38,14
11364.427083333314,14843.333333333023,545.0,4.45,15
11596.354166666686,14843.333333333023,675.0,4.53,15
11828.28125,14843.333333333023,670.0,4.58,15
12060.208333333314,14843.333333333023,505.0,4.62,15
12292.135416666686,14843.333333333023,345.0,4.64,14
12524.0625,14843.333333333023,230.0,4.62,15
12755.989583333314,14843.333333333023,288.0,4.58,15
12987.916666666686,14843.333333333023,393.0,4.55,16
13219.84375,14843.333333333023,489.0,4.53,17
13451.770833333314,14843.333333333023,572.0,4.47,17
13683.697916666686,14843.333333333023,709.0,4.38,17
13915.625,14843.333333333023,708.0,4.29,17
14147.552083333314,14843.333333333023,691.0,4.22,16
14379.479166666686,14843.333333333023,672.0,4.15,16
14611.40625,14843.333333333023,653.0,4.09,15
14843.333333333314,14843.333333333023,503.0,4.04,16
15075.260416666686,14843.333333333023,490.0,3.99,16
15307.1875,14843.333333333023,430.0,3.94,16
0.0,14611.40625,719.0,3.9,17
231.92708333331393,14611.40625,621.0,3.85,17
463.85416666662786,14611.40625,587.0,3.78,18
695.78125,14611.40625,582.0,3.7,19
927.7083333333139,14611.40625,547.0,3.6,20
1159.6354166666279,14611.40625,595.0,3.51,20
1391.5625,14611.40625,677.0,3.43,20
1623.489583333314,14611.40625,903.0,3.39,19
1855.4166666666279,14611.40625,1000.0,3.41,18
2087.34375,14611.40625,1113.0,3.44,18
2319.270833333314,14611.40625,1222.0,3.45,19
2551.197916666628,14611.40625,1278.0,3.42,19
2783.125,14611.40625,1324.0,3.39,20
3015.052083333314,14611.40625,1343.0,3.33,21
3246.979166666628,14611.40625,1294.0,3.25,21
3478.90625,14611.40625,1298.0,3.17,21
3710.833333333314,14611.40625,1341.0,3.09,21
3942.760416666628,14611.40625,1593.0,3.03,21
4174.6875,14611.40625,1626.0,2.97,22
4406.614583333314,14611.40625,1530.0,2.9,23
4638.541666666628,14611.40625,1441.0,2.82,24
4870.46875,14611.40625,1360.0,2.72,25
5102.395833333314,14611.40625,1295.0,2.57,26
5334.322916666628,14611.40625,1282.0,2.35,26
5566.25,14611.40625,1310.0,2.19,27
5798.177083333314,14611.40625,1389.0,2.14,28
6030.104166666628,14611.40625,1437.0,2.13,29
6262.03125,14611.40625,1490.0,2.12,31
6493.958333333314,14611.40625,1651.0,2.12,31
6725.885416666628,14611.40625,1732.0,2.12,30
6957.8125,14611.40625,1813.0,2.13,29
7189.739583333314,14611.40625,1921.0,2.18,27
7421.666666666628,14611.40625,2064.0,2.27,24
7653.59375,14611.40625,2052.0,2.39,22
7885.520833333314,14611.40625,1886.0,2.54,21
8117.447916666628,14611.40625,1775.0,2.73,21
8349.375,14611.40625,1671.0,2.92,19
8581.302083333314,14611.40625,1526.0,3.11,17
8813.229166666628,14611.40625,1392.0,3.28,15
9045.15625,14611.40625,1004.0,3.43,14
9277.083333333314,14611.40625,986.0,3.52,14
9509.010416666628,14611.40625,913.0,3.6,15
9740.9375,14611.40625,840.0,3.67,15
9972.864583333314,14611.40625,824.0,3.71,16
10204.791666666628,14611.40625,664.0,3.75,16
10436.71875,14611.40625,493.0,3.78,17
10668.645833333314,14611.40625,412.0,3.77,19
10900.572916666628,14611.40625,359.0,3.72,20
11132.5,14611.40625,355.0,3.65,22
11364.427083333314,14611.40625,287.0,3.5,22
11596.354166666686,14611.40625,423.0,3.27,21
11828.28125,14611.40625,453.0,3.11,19
12060.208333333314,14611.40625,447.0,3.09,18
12292.135416666686,14611.40625,376.0,3.19,16
12524.0625,14611.40625,257.0,3.38,14
12755.989583333314,14611.40625,205.0,3.62,12
12987.916666666686,14611.40625,317.0,3.85,11
13219.84375,14611.40625,422.0,4.04,11
13451.770833333314,14611.40625,495.0,4.19,11
13683.697916666686,14611.40625,553.0,4.31,10
13915.625,14611.40625,563.0,4.42,10
14147.552083333314,14611.40625,508.0,4.52,9
14379.479166666686,14611.40625,486.0,4.56,8
14611.40625,14611.40625,420.0,4.58,9
14843.333333333314,14611.40625,319.0,4.64,10
15075.260416666686,14611.40625,360.0,4.66,10
15307.1875,14611.40625,381.0,4.66,10
0.0,14379.479166666511,699.0,4.6,11
231.92708333331393,14379.479166666511,597.0,4.58,12
463.85416666662786,14379.479166666511,528.0,4.55,13
695.78125,14379.479166666511,473.0,4.52,13
927.7083333333139,14379.479166666511,581.0,4.49,14
1159.6354166666279,14379.479166666511,692.0,4.47,16
1391.5625,14379.479166666511,784.0,4.46,17
1623.489583333314,14379.479166666511,939.0,4.43,18
1855.4166666666279,14379.479166666511,1057.0,4.37,19
2087.34375,14379.479166666511,1201.0,4.31,19
2319.270833333314,14379.479166666511,1291.0,4.21,20
2551.197916666628,14379.479166666511,1269.0,4.04,20
2783.125,14379.479166666511,1214.0,3.81,20
3015.052083333314,14379.479166666511,1187.0,3.55,21
3246.979166666628,14379.479166666511,1167.0,3.33,20
3478.90625,14379.479166666511,1238.0,3.33,20
3710.833333333314,14379.479166666511,1311.0,3.17,14
3942.760416666628,14379.479166666511,1502.0,3.23,15
4174.6875,14379.479166666511,1485.0,3.36,15
4406.614583333314,14379.479166666511,1459.0,3.48,15
4638.541666666628,14379.479166666511,1370.0,3.55,13
4870.46875,14379.479166666511,1236.0,3.59,13
5102.395833333314,14379.479166666511,1280.0,3.62,14
5334.322916666628,14379.479166666511,1357.0,3.67,15
5566.25,14379.479166666511,1441.0,3.71,17
5798.177083333314,14379.479166666511,1511.0,3.75,18
6030.104166666628,14379.479166666511,1519.0,3.79,19
6262.03125,14379.479166666511,1550.0,3.82,20
6493.958333333314,14379.479166666511,1635.0,3.83,20
6725.885416666628,14379.479166666511,1756.0,3.86,20
6957.8125,14379.479166666511,1877.0,3.86,21
7189.739583333314,14379.479166666511,1963.0,3.8,21
7421.666666666628,14379.479166666511,1987.0,3.71,21
7653.59375,14379.479166666511,1919.0,3.61,21
7885.520833333314,14379.479166666511,1764.0,3.51,21
8117.447916666628,14379.479166666511,1610.0,3.39,21
8349.375,14379.479166666511,1540.0,3.29,21
8581.302083333314,14379.479166666511,1489.0,3.21,19
8813.229166666628,14379.479166666511,1410.0,3.2,18
9045.15625,14379.479166666511,1152.0,3.28,17
9277.083333333314,14379.479166666511,1104.0,3.42,17
9509.010416666628,14379.479166666511,1014.0,3.58,17
9740.9375,14379.479166666511,985.0,3.7,17
9972.864583333314,14379.479166666511,919.0,3.79,16
10204.791666666628,14379.479166666511,739.0,3.87,15
10436.71875,14379.479166666511,525.0,3.95,14
10668.645833333314,14379.479166666511,372.0,4.05,13
10900.572916666628,14379.479166666511,324.0,4.15,13
11132.5,14379.479166666511,261.0,4.23,13
11364.427083333314,14379.479166666511,234.0,4.28,13
11596.354166666686,14379.479166666511,216.0,4.29,13
11828.28125,14379.479166666511,271.0,4.25,13
12060.208333333314,14379.479166666511,316.0,4.18,13
12292.135416666686,14379.479166666511,344.0,4.11,12
12524.0625,14379.479166666511,248.0,4.07,12
12755.989583333314,14379.479166666511,160.0,4.05,12
12987.916666666686,14379.479166666511,253.0,4.08,14
13219.84375,14379.479166666511,354.0,4.17,16
13451.770833333314,14379.479166666511,416.0,4.26,17
13683.697916666686,14379.479166666511,466.0,4.33,17
13915.625,14379.479166666511,468.0,4.35,16
14147.552083333314,14379.479166666511,406.0,4.33,16
14379.479166666686,14379.479166666511,390.0,4.3,17
14611.40625,14379.479166666511,293.0,4.28,18
14843.333333333314,14379.479166666511,198.0,4.28,19
15075.260416666686,14379.479166666511,246.0,4.29,19
15307.1875,14379.479166666511,221.0,4.28,20
0.0,14147.552083333023,688.0,4.25,20
231.92708333331393,14147.552083333023,563.0,4.2,19
463.85416666662786,14147.552083333023,457.0,4.12,18
695.78125,14147.552083333023,475.0,4.01,17
927.7083333333139,14147.552083333023,604.0,3.91,17
1159.6354166666279,14147.552083333023,727.0,3.84,17
1391.5625,14147.552083333023,763.0,3.81,17
1623.489583333314,14147.552083333023,917.0,3.78,18
1855.4166666666279,14147.552083333023,1034.0,3.76,18
2087.34375,14147.552083333023,1179.0,3.75,19
2319.270833333314,14147.552083333023,1209.0,3.76,19
2551.197916666628,14147.552083333023,1187.0,3.74,20
2783.125,14147.552083333023,1131.0,3.7,20
3015.052083333314,14147.552083333023,1076.0,3.63,20
3246.979166666628,14147.552083333023,1166.0,3.55,20
3478.90625,14147.552083333023,1324.0,3.48,19
3710.833333333314,14147.552083333023,1430.0,3.45,18
3942.760416666628,14147.552083333023,1427.0,3.44,18
4174.6875,14147.552083333023,1347.0,3.45,19
4406.614583333314,14147.552083333023,1334.0,3.45,20
4638.541666666628,14147.552083333023,1234.0,3.45,20
4870.46875,14147.552083333023,1220.0,3.43,21
5102.395833333314,14147.552083333023,1345.0,3.4,21
5334.322916666628,14147.552083333023,1448.0,3.36,20
5566.25,14147.552083333023,1533.0,3.28,20
5798.177083333314,14147.552083333023,1583.0,3.2,21
6030.104166666628,14147.552083333023,1549.0,3.12,22
6262.03125,14147.552083333023,1491.0,3.02,23
6493.958333333314,14147.552083333023,1613.0,2.91,24
6725.885416666628,14147.552083333023,1698.0,2.78,26
6957.8125,14147.552083333023,1908.0,2.6,27
7189.739583333314,14147.552083333023,1989.0,2.3,26
7421.666666666628,14147.552083333023,1871.0,2.03,27
7653.59375,14147.552083333023,1795.0,1.93,29
7885.520833333314,14147.552083333023,1702.0,1.89,32
8117.447916666628,14147.552083333023,1559.0,1.88,34
8349.375,14147.552083333023,1468.0,1.87,34
8581.302083333314,14147.552083333023,1383.0,1.86,32
8813.229166666628,14147.552083333023,1329.0,1.86,30
9045.15625,14147.552083333023,1321.0,1.86,27
9277.083333333314,14147.552083333023,1225.0,1.88,24
9509.010416666628,14147.552083333023,1127.0,1.96,21
9740.9375,14147.552083333023,1097.0,2.11,20
9972.864583333314,14147.552083333023,914.0,2.3,19
10204.791666666628,14147.552083333023,727.0,2.51,17
10436.71875,14147.552083333023,523.0,2.71,14
10668.645833333314,14147.552083333023,415.0,2.87,12
10900.572916666628,14147.552083333023,337.0,3.0,11
11132.5,14147.552083333023,278.0,3.13,12
11364.427083333314,14147.552083333023,275.0,3.24,13
11596.354166666686,14147.552083333023,255.0,3.34,15
11828.28125,14147.552083333023,194.0,3.42,16
12060.208333333314,14147.552083333023,170.0,3.47,17
12292.135416666686,14147.552083333023,170.0,3.54,19
12524.0625,14147.552083333023,141.0,3.61,22
12755.989583333314,14147.552083333023,162.0,3.65,23
12987.916666666686,14147.552083333023,256.0,3.67,24
13219.84375,14147.552083333023,286.0,3.61,23
13451.770833333314,14147.552083333023,329.0,3.46,21
13683.697916666686,14147.552083333023,366.0,3.3,18
13915.625,14147.552083333023,337.0,3.22,15
14147.552083333314,14147.552083333023,298.0,3.23,13
14379.479166666686,14147.552083333023,292.0,3.31,11
14611.40625,14147.552083333023,179.0,3.44,9
14843.333333333314,14147.552083333023,121.0,3.58,8
15075.260416666686,14147.552083333023,180.0,3.72,8
15307.1875,14147.552083333023,123.0,3.83,8
0.0,13915.625,689.0,3.91,8
231.92708333331393,13915.625,547.0,3.97,7
463.85416666662786,13915.625,417.0,3.99,6
695.78125,13915.625,475.0,4.0,6
927.7083333333139,13915.625,617.0,4.03,6
1159.6354166666279,13915.625,671.0,4.08,7
1391.5625,13915.625,692.0,4.11,8
1623.489583333314,13915.625,927.0,4.11,8
1855.4166666666279,13915.625,941.0,4.14,10
2087.34375,13915.625,1028.0,4.14,11
2319.270833333314,13915.625,1034.0,4.16,12
2551.197916666628,13915.625,1015.0,4.16,14
2783.125,13915.625,1012.0,4.18,16
3015.052083333314,13915.625,1061.0,4.21,18
3246.979166666628,13915.625,1185.0,4.24,20
3478.90625,13915.625,1329.0,4.27,21
3710.833333333314,13915.625,1440.0,4.28,22
3942.760416666628,13915.625,1258.0,4.29,23
4174.6875,13915.625,1251.0,4.28,23
4406.614583333314,13915.625,1176.0,4.2,23
4638.541666666628,13915.625,1150.0,4.06,23
4870.46875,13915.625,1229.0,3.85,23
5102.395833333314,13915.625,1312.0,3.57,23
5334.322916666628,13915.625,1415.0,3.57,23
5566.25,13915.625,1511.0,3.11,12
5798.177083333314,13915.625,1463.0,3.14,13
6030.104166666628,13915.625,1405.0,3.21,14
6262.03125,13915.625,1293.0,3.29,14
6493.958333333314,13915.625,1425.0,3.35,13
6725.885416666628,13915.625,1622.0,3.37,13
6957.8125,13915.625,1774.0,3.39,14
7189.739583333314,13915.625,1911.0,3.42,16
7421.666666666628,13915.625,1856.0,3.44,18
7653.59375,13915.625,1760.0,3.45,20
7885.520833333314,13915.625,1630.0,3.49,21
8117.447916666628,13915.625,1538.0,3.53,21
8349.375,13915.625,1472.0,3.57,21
8581.302083333314,13915.625,1426.0,3.62,21
8813.229166666628,13915.625,1360.0,3.7,21
9045.15625,13915.625,1471.0,3.74,21
9277.083333333314,13915.625,1379.0,3.74,21
9509.010416666628,13915.625,1269.0,3.7,21
9740.9375,13915.625,1095.0,3.65,22
9972.864583333314,13915.625,932.0,3.57,21
10204.791666666628,13915.625,742.0,3.47,21
10436.71875,13915.625,549.0,3.37,20
10668.645833333314,13915.625,521.0,3.33,18
10900.572916666628,13915.625,437.0,3.37,16
11132.5,13915.625,361.0,3.49,15
11364.427083333314,13915.625,377.0,3.66,15
11596.354166666686,13915.625,367.0,3.82,14
11828.28125,13915.625,310.0,3.95,14
12060.208333333314,13915.625,241.0,4.05,13
12292.135416666686,13915.625,186.0,4.13,12
12524.0625,13915.625,129.0,4.2,11
12755.989583333314,13915.625,138.0,4.28,10
12987.916666666686,13915.625,195.0,4.35,11
13219.84375,13915.625,208.0,4.39,11
13451.770833333314,13915.625,242.0,4.39,12
13683.697916666686,13915.625,268.0,4.29,13
13915.625,13915.625,254.0,4.15,13
14147.552083333314,13915.625,208.0,4.04,13
14379.479166666686,13915.625,162.0,3.95,13
14611.40625,13915.625,100.0,3.85,13
14843.333333333314,13915.625,81.0,3.79,14
15075.260416666686,13915.625,149.0,3.82,16
15307.1875,13915.625,89.0,3.93,18
0.0,13683.697916666511,650.0,4.01,18
231.92708333331393,13683.697916666511,563.0,4.03,18
463.85416666662786,13683.697916666511,471.0,3.99,18
695.78125,13683.697916666511,411.0,3.97,19
927.7083333333139,13683.697916666511,535.0,3.97,20
1159.6354166666279,13683.697916666511,580.0,3.98,21
1391.5625,13683.697916666511,669.0,4.0,22
1623.489583333314,13683.697916666511,762.0,4.03,22
1855.4166666666279,13683.697916666511,739.0,4.04,22
2087.34375,13683.697916666511,854.0,4.02,22
2319.270833333314,13683.697916666511,905.0,3.94,21
2551.197916666628,13683.697916666511,948.0,3.85,19
2783.125,13683.697916666511,1048.0,3.77,18
3015.052083333314,13683.697916666511,1164.0,3.75,18
3246.979166666628,13683.697916666511,1235.0,3.76,18
3478.90625,13683.697916666511,1302.0,3.76,18
3710.833333333314,13683.697916666511,1316.0,3.77,18
3942.760416666628,13683.697916666511,1180.0,3.8,18
4174.6875,13683.697916666511,1070.0,3.84,19
4406.614583333314,13683.697916666511,1120.0,3.85,19
4638.541666666628,13683.697916666511,1247.0,3.83,20
4870.46875,13683.697916666511,1320.0,3.79,20
5102.395833333314,13683.697916666511,1344.0,3.72,20
5334.322916666628,13683.697916666511,1356.0,3.63,19
5566.25,13683.697916666511,1351.0,3.54,19
5798.177083333314,13683.697916666511,1298.0,3.5,18
6030.104166666628,13683.697916666511,1232.0,3.48,19
6262.03125,13683.697916666511,1131.0,3.47,19
6493.958333333314,13683.697916666511,1244.0,3.48,20
6725.885416666628,13683.697916666511,1401.0,3.49,21
6957.8125,13683.697916666511,1471.0,3.5,21
7189.739583333314,13683.697916666511,1704.0,3.49,21
7421.666666666628,13683.697916666511,1832.0,3.43,22
7653.59375,13683.697916666511,1772.0,3.33,22
7885.520833333314,13683.697916666511,1657.0,3.22,23
8117.447916666628,13683.697916666511,1594.0,3.11,25
8349.375,13683.697916666511,1545.0,2.97,26
8581.302083333314,13683.697916666511,1514.0,2.82,28
8813.229166666628,13683.697916666511,1409.0,2.6,28
9045.15625,13683.697916666511,1538.0,2.21,27
9277.083333333314,13683.697916666511,1489.0,1.88,27
9509.010416666628,13683.697916666511,1293.0,1.81,29
9740.9375,13683.697916666511,1042.0,1.82,32
9972.864583333314,13683.697916666511,880.0,1.81,33
10204.791666666628,13683.697916666511,723.0,1.8,32
10436.71875,13683.697916666511,616.0,1.78,31
10668.645833333314,13683.697916666511,597.0,1.76,29
10900.572916666628,13683.697916666511,432.0,1.75,26
11132.5,13683.697916666511,416.0,1.73,23
11364.427083333314,13683.697916666511,484.0,1.74,19
11596.354166666686,13683.697916666511,460.0,1.8,17
11828.28125,13683.697916666511,381.0,1.93,15
12060.208333333314,13683.697916666511,307.0,2.09,13
12292.135416666686,13683.697916666511,231.0,2.25,11
12524.0625,13683.697916666511,174.0,2.39,10
12755.989583333314,13683.697916666511,112.0,2.52,9
12987.916666666686,13683.697916666511,130.0,2.65,10
13219.84375,13683.697916666511,139.0,2.77,12
13451.770833333314,13683.697916666511,171.0,2.89,14
13683.697916666686,13683.697916666511,171.0,3.0,17
13915.625,13683.697916666511,178.0,3.07,19
14147.552083333314,13683.697916666511,125.0,3.18,21
14379.479166666686,13683.697916666511,81.0,3.36,24
14611.40625,13683.697916666511,63.0,3.53,25
14843.333333333314,13683.697916666511,61.0,3.64,25
15075.260416666686,13683.697916666511,98.0,3.67,24
15307.1875,13683.697916666511,53.0,3.63,22
0.0,13451.770833333023,567.0,3.52,18
231.92708333331393,13451.770833333023,589.0,3.41,15
463.85416666662786,13451.770833333023,493.0,3.32,12
695.78125,13451.770833333023,384.0,3.28,9
927.7083333333139,13451.770833333023,363.0,3.29,7
1159.6354166666279,13451.770833333023,447.0,3.34,6
1391.5625,13451.770833333023,547.0,3.41,6
1623.489583333314,13451.770833333023,583.0,3.48,7
1855.4166666666279,13451.770833333023,598.0,3.53,7
2087.34375,13451.770833333023,720.0,3.55,7
2319.270833333314,13451.770833333023,823.0,3.55,7
2551.197916666628,13451.770833333023,966.0,3.53,6
2783.125,13451.770833333023,1058.0,3.52,6
3015.052083333314,13451.770833333023,1122.0,3.54,7
3246.979166666628,13451.770833333023,1097.0,3.58,8
3478.90625,13451.770833333023,1061.0,3.58,8
3710.833333333314,13451.770833333023,1209.0,3.61,10
3942.760416666628,13451.770833333023,1158.0,3.61,11
4174.6875,13451.770833333023,1024.0,3.6,13
4406.614583333314,13451.770833333023,1195.0,3.61,16
4638.541666666628,13451.770833333023,1319.0,3.66,19
4870.46875,13451.770833333023,1309.0,3.74,21
5102.395833333314,13451.770833333023,1223.0,3.84,24
