centroid_x,centroid_y,centroid_z
780.0,780.0,291.0
208.4670212358319,1241.2988536645053,736.0000000000003
1266.926213503281,32.322107280788714,317.00000000000034
209.9349770284531,1247.0737386197995,729.9999999999999
1262.1388049839493,27.58811012293927,317.0000000000002
202.4959596186378,1246.868659744746,729.9999999999999
1261.3060772466233,33.18527483123478,317.00000000000034
203.1098627202523,1241.5380540019069,736.0000000000002
1267.8235963617253,27.214566915477462,316.9999999999999
206.02791506316692,1247.4170707416256,729.9999999999999
