sensor_x,sensor_y,sensor_z
306.3739123881184,16.682963340893203,370.0
302.9932113961221,19.740701806961546,370.0
306.5444825436584,18.019116075649215,370.0
306.1279213338819,15.439419749037716,370.0
305.111357538263,15.98133240769285,370.0
310.22436009946813,15.918706624935382,370.0
304.1345250323541,18.034287527815113,370.0
301.90156405748974,16.745770218993407,370.0
310.55006637824636,17.423867883368395,370.0
309.03584990247725,20.35651999763706,370.0
308.4426948322931,20.919841963906272,370.0
308.41614962429725,18.8289305046615,370.0
307.6006878068609,13.573888499977699,352.0
304.351169110428,17.787027980119326,370.0
306.9871350028779,17.246632202569735,370.0
304.73256370319433,20.55905825751385,370.0
310.526775584233,14.916487503347273,352.0
304.117830045773,14.10371236377978,352.0
309.8307309721742,13.430529723692635,352.0
304.29797558944125,19.23369950259363,370.0
304.1838630968531,19.16853251171488,370.0
310.059434349549,13.498842789168128,352.0
304.0150609886864,16.844975019039353,370.0
309.64562730276236,19.361498253568293,370.0
304.6653692862243,14.13246441672629,352.0
309.4799404708243,19.95369996125224,370.0
304.9210763329034,14.8191366873744,352.0
303.6188676450492,13.030592461135134,352.0
308.09284602870656,19.168734075420957,370.0
309.41816707085684,20.128302837554358,370.0
307.34093559494505,14.226355489869015,352.0
304.17191341069855,16.40257596750178,370.0
304.02283930594626,14.902656102343727,352.0
304.3901351923102,12.59106397259498,352.0
305.60134505893205,12.26244477848564,352.0
309.0590858121983,20.229604417147847,370.0
304.4739592132525,19.920989131201996,370.0
308.4840998866395,14.634159329796717,352.0
310.30787453417906,20.808044961222336,370.0
303.5347622057091,14.917819909947859,352.0
306.43798454265817,18.728437929889637,370.0
302.0108243000818,20.354021237645952,370.0
304.3304621623258,13.129599050661794,352.0
302.38123208999366,14.823923757162536,352.0
309.2764628673362,13.64825194378026,352.0
307.3579140893315,14.001651208379716,352.0
309.7439417589418,16.658793121017773,370.0
310.2262653261599,17.785356900996995,370.0
305.37972749216925,14.214412028001359,352.0
304.643127849189,15.663193206176649,370.0
305.1919307297145,13.49227068242056,352.0
309.8261622538332,15.1646755902653,370.0
302.21057559123534,14.533092082468634,352.0
310.29350326044386,15.470639543537201,370.0
308.06741662271526,20.852652986101994,370.0
309.77246665335497,12.478081494823982,352.0
