"[[780.0, 780.0, 330.0], [754.9629656138774, 739.8986224772633, 341.0], [729.9259312277547, 699.7972449545266, 314.0], [704.8888968416319, 659.6958674317897, 301.0], [679.8518624555094, 619.594489909053, 291.0], [654.8148280693867, 579.4931123863164, 304.0], [629.777793683264, 539.3917348635796, 322.0], [604.7407592971413, 499.2903573408428, 334.0], [579.7037249110188, 459.18897981810613, 332.0], [554.6666905248961, 419.08760229536944, 325.0], [529.6296561387734, 378.9862247726326, 321.0], [504.59262175265064, 338.8848472498958, 349.0], [479.5555873665281, 298.7834697271592, 364.0], [454.5185529804054, 258.68209220442236, 373.0], [429.48151859428276, 218.5807146816857, 390.0], [404.44448420816, 178.47933715894888, 390.0], [379.4074498220374, 138.3779596362122, 384.0], [354.3704154359147, 98.27658211347543, 402.0], [329.3333810497921, 58.17520459073874, 409.0], [304.2963466636694, 18.073827068001954, 409.0]]",0,1
"[[780.0, 780.0, 330.0], [755.202528983124, 739.6662387372497, 341.0], [730.4050579662479, 699.3324774744993, 314.0], [705.6075869493717, 658.9987162117488, 293.0], [680.8101159324957, 618.6649549489985, 291.0], [656.0126449156197, 578.3311936862482, 304.0], [631.2151738987436, 537.9974324234978, 322.0], [606.4177028818674, 497.66367116074736, 334.0], [581.6202318649914, 457.329909897997, 332.0], [556.8227608481154, 416.9961486352467, 320.0], [532.0252898312392, 376.6623873724963, 321.0], [507.2278188143631, 336.3286261097458, 349.0], [482.4303477974871, 295.99486484699554, 364.0], [457.63287678061096, 255.66110358424513, 373.0], [432.8354057637349, 215.3273423214948, 390.0], [408.0379347468588, 174.99358105874435, 382.0], [383.24046372998276, 134.65981979599405, 381.0], [358.44299271310666, 94.32605853324362, 402.0], [333.6455216962306, 53.9922972704933, 409.0], [308.8480506793545, 13.658536007742885, 391.0]]",0,2
"[[780.0, 780.0, 330.0], [755.1922514038413, 739.896770162814, 341.0], [730.3845028076825, 699.793540325628, 314.0], [705.5767542115235, 659.6903104884419, 293.0], [680.7690056153649, 619.587080651256, 291.0], [655.9612570192062, 579.48385081407, 304.0], [631.1535084230474, 539.380620976884, 322.0], [606.3457598268885, 499.2773911396979, 334.0], [581.5380112307298, 459.17416130251195, 332.0], [556.730262634571, 419.070931465326, 320.0], [531.9225140384121, 378.96770162813993, 321.0], [507.1147654422533, 338.86447179095387, 349.0], [482.3070168460946, 298.7612419537679, 364.0], [457.49926824993577, 258.65801211658186, 373.0], [432.69151965377705, 218.55478227939588, 390.0], [407.8837710576182, 178.45155244220982, 382.0], [383.0760224614595, 138.34832260502387, 384.0], [358.26827386530067, 98.24509276783782, 402.0], [333.4605252691419, 58.141862930651854, 409.0], [308.6527766729831, 18.038633093465805, 409.0]]",0,3
"[[780.0, 780.0, 330.0], [754.9539662586554, 739.6664948561432, 341.0], [729.9079325173108, 699.3329897122862, 314.0], [704.861898775966, 658.9994845684292, 301.0], [679.8158650346214, 618.6659794245725, 291.0], [654.7698312932769, 578.3324742807157, 304.0], [629.7237975519322, 537.9989691368587, 322.0], [604.6777638105875, 497.66546399300177, 334.0], [579.6317300692428, 457.331958849145, 332.0], [554.5856963278983, 416.9984537052881, 325.0], [529.5396625865536, 376.66494856143123, 321.0], [504.4936288452089, 336.33144341757423, 349.0], [479.44759510386433, 295.9979382737174, 364.0], [454.4015613625196, 255.6644331298605, 373.0], [429.35552762117504, 215.33092798600367, 390.0], [404.30949387983037, 174.99742284214673, 390.0], [379.26346013848575, 134.66391769828988, 381.0], [354.2174263971411, 94.33041255443297, 402.0], [329.17139265579647, 53.996907410576135, 409.0], [304.1253589144518, 13.663402266719208, 391.0]]",0,4
"[[304.2963466636694, 18.073827068001954, 409.0], [329.333381049792, 58.17520459073869, 409.0], [354.3704154359147, 98.27658211347543, 402.0], [379.40744982203734, 138.37795963621215, 384.0], [404.44448420816, 178.47933715894888, 390.0], [429.4815185942827, 218.58071468168563, 390.0], [454.5185529804054, 258.68209220442236, 373.0], [479.555587366528, 298.7834697271591, 364.0], [504.59262175265064, 338.8848472498958, 349.0], [529.6296561387734, 378.98622477263257, 321.0], [554.666690524896, 419.0876022953693, 325.0], [579.7037249110188, 459.18897981810613, 332.0], [604.7407592971413, 499.2903573408428, 334.0], [629.777793683264, 539.3917348635796, 322.0], [654.8148280693866, 579.4931123863163, 304.0], [679.8518624555094, 619.594489909053, 291.0], [704.8888968416319, 659.6958674317897, 301.0], [729.9259312277547, 699.7972449545266, 314.0], [754.9629656138774, 739.8986224772632, 341.0], [780.0, 780.0, 330.0]]",1,0
"[[304.2963466636694, 18.073827068001954, 409.0], [304.535910032916, 17.84144332798832, 409.0], [304.77547340216256, 17.609059587974684, 409.0], [305.01503677140914, 17.376675847961046, 409.0], [305.2546001406557, 17.144292107947415, 409.0], [305.49416350990236, 16.91190836793378, 409.0], [305.7337268791489, 16.67952462792014, 409.0], [305.9732902483955, 16.447140887906507, 409.0], [306.21285361764205, 16.214757147892872, 409.0], [306.4524169868887, 15.982373407879239, 409.0], [306.6919803561352, 15.749989667865602, 409.0], [306.93154372538186, 15.517605927851967, 409.0], [307.1711070946284, 15.285222187838333, 409.0], [307.410670463875, 15.052838447824698, 409.0], [307.6502338331216, 14.820454707811063, 391.0], [307.8897972023682, 14.588070967797426, 391.0], [308.12936057161477, 14.355687227783791, 391.0], [308.36892394086135, 14.123303487770155, 391.0], [308.60848731010793, 13.89091974775652, 391.0], [308.8480506793545, 13.658536007742885, 391.0]]",1,2
"[[304.2963466636694, 18.073827068001954, 409.0], [304.52563245363325, 18.07197475355268, 409.0], [304.75491824359716, 18.07012243910341, 409.0], [304.984204033561, 18.06827012465414, 409.0], [305.2134898235249, 18.066417810204868, 409.0], [305.44277561348883, 18.064565495755602, 409.0], [305.6720614034527, 18.06271318130633, 409.0], [305.90134719341654, 18.060860866857055, 409.0], [306.13063298338045, 18.059008552407786, 409.0], [306.35991877334436, 18.057156237958516, 409.0], [306.58920456330816, 18.055303923509243, 409.0], [306.81849035327207, 18.053451609059973, 409.0], [307.047776143236, 18.051599294610703, 409.0], [307.27706193319983, 18.04974698016143, 409.0], [307.5063477231637, 18.04789466571216, 409.0], [307.7356335131276, 18.04604235126289, 409.0], [307.9649193030915, 18.044190036813617, 409.0], [308.19420509305536, 18.042337722364348, 409.0], [308.4234908830192, 18.040485407915074, 409.0], [308.6527766729831, 18.038633093465805, 409.0]]",1,3
"[[304.2963466636694, 18.073827068001954, 409.0], [304.2873473084474, 17.841699446881808, 409.0], [304.2783479532254, 17.609571825761662, 409.0], [304.26934859800343, 17.37744420464152, 409.0], [304.26034924278144, 17.145316583521375, 409.0], [304.2513498875595, 16.913188962401232, 409.0], [304.2423505323375, 16.681061341281087, 409.0], [304.23335117711554, 16.44893372016094, 409.0], [304.2243518218936, 16.2168060990408, 409.0], [304.2153524666716, 15.984678477920655, 409.0], [304.20635311144963, 15.752550856800507, 409.0], [304.1973537562276, 15.520423235680365, 409.0], [304.18835440100565, 15.28829561456022, 409.0], [304.17935504578367, 15.056167993440074, 409.0], [304.1703556905617, 14.824040372319931, 391.0], [304.1613563353397, 14.591912751199786, 391.0], [304.15235698011776, 14.359785130079642, 391.0], [304.14335762489577, 14.127657508959498, 391.0], [304.1343582696738, 13.895529887839352, 391.0], [304.1253589144518, 13.663402266719208, 391.0]]",1,4
"[[308.8480506793545, 13.658536007742885, 391.0], [333.64552169623056, 53.99229727049325, 409.0], [358.44299271310666, 94.32605853324362, 402.0], [383.2404637299827, 134.659819795994, 381.0], [408.0379347468588, 174.99358105874435, 382.0], [432.8354057637349, 215.32734232149474, 390.0], [457.63287678061096, 255.66110358424513, 373.0], [482.430347797487, 295.9948648469955, 364.0], [507.2278188143631, 336.3286261097458, 349.0], [532.0252898312392, 376.66238737249626, 321.0], [556.8227608481152, 416.9961486352466, 320.0], [581.6202318649914, 457.329909897997, 332.0], [606.4177028818674, 497.66367116074736, 334.0], [631.2151738987436, 537.9974324234978, 322.0], [656.0126449156196, 578.3311936862481, 304.0], [680.8101159324957, 618.6649549489985, 291.0], [705.6075869493717, 658.9987162117488, 293.0], [730.4050579662479, 699.3324774744993, 314.0], [755.2025289831239, 739.6662387372496, 341.0], [780.0, 780.0, 330.0]]",2,0
"[[308.8480506793545, 13.658536007742885, 391.0], [308.60848731010793, 13.890919747756522, 391.0], [308.36892394086135, 14.123303487770155, 391.0], [308.1293605716147, 14.35568722778379, 391.0], [307.8897972023682, 14.588070967797426, 391.0], [307.6502338331216, 14.820454707811063, 391.0], [307.410670463875, 15.052838447824698, 409.0], [307.1711070946284, 15.285222187838333, 409.0], [306.93154372538186, 15.517605927851967, 409.0], [306.6919803561353, 15.749989667865602, 409.0], [306.4524169868887, 15.982373407879237, 409.0], [306.21285361764205, 16.214757147892872, 409.0], [305.97329024839553, 16.447140887906507, 409.0], [305.7337268791489, 16.67952462792014, 409.0], [305.4941635099023, 16.91190836793378, 409.0], [305.2546001406557, 17.144292107947415, 409.0], [305.01503677140914, 17.376675847961046, 409.0], [304.77547340216256, 17.609059587974684, 409.0], [304.535910032916, 17.84144332798832, 409.0], [304.2963466636694, 18.073827068001954, 409.0]]",2,1
"[[308.8480506793545, 13.658536007742885, 391.0], [308.8377731000718, 13.88906743330725, 391.0], [308.8274955207891, 14.119598858871614, 391.0], [308.8172179415064, 14.350130284435977, 391.0], [308.8069403622237, 14.580661710000342, 391.0], [308.796662782941, 14.811193135564707, 391.0], [308.78638520365826, 15.04172456112907, 409.0], [308.7761076243755, 15.272255986693434, 409.0], [308.7658300450929, 15.502787412257799, 409.0], [308.7555524658102, 15.733318837822164, 409.0], [308.74527488652745, 15.963850263386526, 409.0], [308.7349973072447, 16.19438168895089, 409.0], [308.72471972796205, 16.424913114515256, 409.0], [308.7144421486793, 16.65544454007962, 409.0], [308.70416456939665, 16.885975965643983, 409.0], [308.6938869901139, 17.116507391208348, 409.0], [308.68360941083125, 17.34703881677271, 409.0], [308.6733318315485, 17.577570242337078, 409.0], [308.6630542522658, 17.80810166790144, 409.0], [308.6527766729831, 18.038633093465805, 409.0]]",2,3
