sensor_x,sensor_y,sensor_z
1546.7094841596017,375.4519248658541,143.0
1546.231592473797,375.7304099872779,143.0
1546.8478960548493,375.7966195662395,143.0
1546.3809355524859,375.7041982563166,143.0
1546.795529852144,375.7832171438769,143.0
1546.848271970751,375.36033972277414,143.0
1546.9696944381262,375.0837994414344,143.0
1546.2251260689923,375.858446725076,143.0
1546.4724658502664,375.7942298050582,143.0
1546.4452425871941,375.69646743821977,143.0
1546.8231082495497,374.98760907188677,152.0
1546.7884844922671,375.03421931394996,143.0
1546.3971795236282,375.6292607917907,143.0
1546.6708078411316,375.1472094755988,143.0
1546.781497539933,375.57451498203545,143.0
1546.8381710877325,375.4594141876355,143.0
1546.453482727013,375.6778533853415,143.0
1546.8164292792953,375.1120491175686,143.0
1546.8101820385598,375.5515263771483,143.0
1547.0067186590088,374.95367241144055,152.0
1546.662409536536,375.9361553617527,143.0
1546.7253581686227,374.95491074060266,152.0
1546.9258484715904,375.08669972119316,143.0
1546.4576388250332,375.8388171357575,143.0
1546.4515179926252,375.8060216747967,143.0
1547.033522257727,375.24589574158097,143.0
1546.4220561224872,375.68514868722264,143.0
1547.0678285536699,375.24105931451584,143.0
1546.957595134722,375.8658807777809,143.0
1546.351189867813,375.0778926680671,143.0
1546.9469241293552,375.7440280059917,143.0
1546.752646144949,375.3589095239616,143.0
1547.1985499145578,375.50495845951724,143.0
1547.0291087720805,375.4822194058949,143.0
1546.779464680158,375.9342777956683,143.0
1546.414110831122,375.06342869609125,143.0
1546.5558506049226,375.8185971192906,143.0
1546.4073171814819,375.37327989544264,143.0
1547.124963099305,375.01628542815945,143.0
1546.7805116227848,375.9271410185914,143.0
1547.0637145795852,375.93068538670616,143.0
1546.5960234511385,374.99376371803214,152.0
1547.1684021003769,375.9319777748497,143.0
1547.0463686827934,375.5956567774317,143.0
1546.4169380213712,375.8197543529987,143.0
1546.3470104092517,375.36221099040995,143.0
1546.7733251601903,375.51885891709463,143.0
1546.2224992970732,375.3194226318421,143.0
1546.9915141959004,375.9376905477063,143.0
1547.180882499298,375.4416208229091,143.0
1546.3442945984764,375.38392558906713,143.0
1546.6200029683175,375.4319829106589,143.0
1546.909338152407,375.02752085715366,143.0
1547.068451845266,375.71018548191296,143.0
1546.743013058285,375.66894033126636,143.0
1547.0745404545082,375.3758148675739,143.0
1546.9651746723864,375.85030119900466,143.0
1546.6552249776998,375.6390966607107,143.0
1546.660036055543,375.14683401188387,143.0
1546.9355824368345,375.7552254573742,143.0
1546.9902757999712,375.08964297672605,143.0
1546.625022721441,375.3680451497768,143.0
1547.0031225570756,375.90325394258815,143.0
1546.5688679510638,375.13963939940896,143.0
1546.3180559983382,375.30519298864914,143.0
1547.057194430195,375.0845079029435,143.0
1546.7453584176835,375.8784661285137,143.0
1546.5681988260367,375.3474885772441,143.0
1546.415759935378,375.0348919211171,143.0
1546.9906859889,375.3571041075615,143.0
1546.6187820826626,375.5278394547226,143.0
1546.43758231209,375.20583253872,143.0
1547.1271403449653,375.59318582204503,143.0
1546.4678047905954,375.0775817393826,143.0
1546.651026521768,375.19056422183127,143.0
1546.2459861528096,375.1607921299951,143.0
1546.4075277799348,375.6205692140171,143.0
1547.1489316940829,375.8936452433893,143.0
1546.577161301113,375.25078588540936,143.0
1546.400143839987,375.63117190159954,143.0
1546.5950837137752,375.5739519765438,143.0
1547.1690336255622,375.37869099742875,143.0
1547.0875022187486,375.5298501411952,143.0
1547.1035574743823,375.04110688082517,143.0
1547.117530915229,375.371811269807,143.0
1546.54477188737,375.6760358180707,143.0
1547.1394555014115,375.3355105107788,143.0
1547.1273372538801,375.26729629883624,143.0
1546.7983406836204,375.2495256328642,143.0
1546.396232988798,375.1747080383883,143.0
1546.4347344753705,375.10746056151646,143.0
1546.5979288748804,375.76470634836954,143.0
1546.9990153221509,375.3023221661171,143.0
1546.4014782686982,374.98477404782074,152.0
1546.2847387884601,375.7659619502768,143.0
1546.8707762732183,375.8702026793825,143.0
1546.8364535164364,375.0772751492838,143.0
1547.0907565862685,375.789516443834,143.0
1546.5316433132336,374.9661532556784,152.0
1546.8191351444727,375.3838606896737,143.0
1547.1129198499186,375.46256341638184,143.0
1547.1023669984036,375.6404116269372,143.0
1546.2379574871286,375.62707607479604,143.0
1547.1912571839334,375.11029003241714,143.0
1546.4987808964615,375.4794262784358,143.0
1546.7410597170763,375.2705361090632,143.0
1547.112884945947,375.4098284127232,143.0
1546.8334681173606,375.064517233123,143.0
1546.889690582916,375.4415152394868,143.0
1546.2162031969565,375.15665124538526,143.0
1547.0740927474933,375.2194015240377,143.0
1546.9383247319363,375.3471603499022,143.0
1546.9776030533046,375.4296341012002,143.0
